title,locality,city,bhk_raw,price_raw,price_per_sqft_raw,area_raw,floor_raw,furnishing_raw,society_raw,listing_url,scraped_at
"1 BHK Flat for Sale in Vishrut Athens, Kharghar, Navi Mumbai",,Navi Mumbai,,"₹
60 Lac",,472 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=34",2026-05-19T01:41:28.648216
"1 BHK Flat for Sale in Shree Krupa Harsh Neel, Kharghar, Navi Mumbai",,Navi Mumbai,,"₹
62 Lac",,522 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=35",2026-05-19T01:41:41.614049
"1 BHK Flat for Sale in Tejas Siddharth, Ulwe, Navi Mumbai",,Navi Mumbai,,"₹
45 Lac",,451 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=36",2026-05-19T01:41:56.493974
"2 BHK Flat for Sale in Paradise Sai Spring, Kharghar, Navi Mumbai",,Navi Mumbai,,"₹
1.20 Cr",,832 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=37",2026-05-19T01:42:14.338215
"1 BHK Flat for Sale in Samruddhi Complex, Panvel, Navi Mumbai",,Navi Mumbai,,"₹
29 Lac",,665 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=38",2026-05-19T01:42:27.485953
"1 BHK Flat for Sale in Prayag Galaxy, New Panvel, Navi Mumbai",,Navi Mumbai,,"₹
25 Lac",,333 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=39",2026-05-19T01:42:43.571889
"1 BHK Flat for Sale in A K Plaza, Taloja, Navi Mumbai",,Navi Mumbai,,"₹
36 Lac",,472 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=40",2026-05-19T01:42:58.096738
"2 BHK Flat for Sale in Mokal Pushp Pinnacle, Kharghar, Navi Mumbai",,Navi Mumbai,,"₹
97 Lac",,1150 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=41",2026-05-19T01:43:11.553327
"1 BHK Flat for Sale in Anant Heights, Taloja, Navi Mumbai",,Navi Mumbai,,"₹
37 Lac",,475 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=42",2026-05-19T01:43:28.467429
"1 BHK Flat for Sale in Millennium Hilton, New Panvel, Navi Mumbai",,Navi Mumbai,,"₹
48.6 Lac",,665 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=43",2026-05-19T01:43:45.432635
"2 BHK Flat for Sale in Indiabulls Golf City, Panvel, Navi Mumbai",,Navi Mumbai,,"₹
1 Cr",,1090 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=44",2026-05-19T01:43:59.586194
"2 BHK Flat for Sale in Payal Heritage, Kharghar, Navi Mumbai",,Navi Mumbai,,"₹
1.20 Cr",,810 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=45",2026-05-19T01:44:13.373532
"2 BHK Flat for Sale in Ronak Residency, Kalamboli, Navi Mumbai",,Navi Mumbai,,"₹
75 Lac",,686 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=46",2026-05-19T01:44:27.468684
"2 BHK Flat for Sale in Moraj Gateway, Panvel, Navi Mumbai",,Navi Mumbai,,"₹
90 Lac",,612 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=47",2026-05-19T01:44:40.970355
"1 BHK Flat for Sale in Ocean Park, Ulwe, Navi Mumbai",,Navi Mumbai,,"₹
48 Lac",,468 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=48",2026-05-19T01:44:56.014047
"1 BHK Flat for Sale in Bhoomi Gardernia, Roadpali, Navi Mumbai",,Navi Mumbai,,"₹
51 Lac",,497 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=49",2026-05-19T01:45:09.999020
"1 BHK Flat for Sale in Premier Residency, Taloja Panchanand, Navi Mumbai",,Navi Mumbai,,"₹
38.3 Lac",,468 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Navi+Mumbai&page=50",2026-05-19T01:45:25.143078
"5 BHK Flat for Sale in Ashwin Sheth Avalon, Thane West, Thane",,Thane,,"₹
8.54 Cr",,2722 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=1",2026-05-19T01:46:10.962086
"5 BHK Flat for Sale in Ashwin Sheth Avalon, Thane West, Thane",,Thane,,"₹
7.14 Cr",,2722 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=2",2026-05-19T01:46:27.837426
"3 BHK Flat for Sale in Dosti 604, Wagle Estate, Thane",,Thane,,"₹
2.40 Cr",,1100 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=3",2026-05-19T01:46:43.657684
"2 BHK Flat for Sale in Neelkanth Palms, Thane West, Thane",,Thane,,"₹
1.60 Cr",,650 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=7",2026-05-19T01:50:20.964548
"Plot/Land for Sale in Bella Vista, Shahapur Beyond Thane",,Thane,,"₹
45 Lac",,5400 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=8",2026-05-19T01:50:36.235955
"2 BHK Flat for Sale in Mextech Miraya Divine, Majiwada, Thane",,Thane,,"₹
92.6 Lac",,789 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=9",2026-05-19T01:50:51.490970
"1 BHK Flat for Sale in Dahlia Runwal Garden City, Dhokali, Thane",,Thane,,"₹
67 Lac",,670 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=11",2026-05-19T01:52:12.880735
"2 BHK Flat for Sale in Arihant Aarohi, Shilphata, Thane",,Thane,,"₹
70 Lac",,763 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=13",2026-05-19T01:53:38.446231
"2 BHK Flat for Sale in Ozone Valley, Kalwa, Thane",,Thane,,"₹
1 Cr",,724 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=14",2026-05-19T01:53:54.429822
"3 BHK Flat for Sale in Lodha Splendora, Ghodbunder Road, Thane",,Thane,,"₹
1.23 Cr",,952 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=15",2026-05-19T01:54:10.298372
"2 BHK Flat for Sale in Shilphata, Thane",,Thane,,"₹
58 Lac",,733 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=16",2026-05-19T01:54:27.271707
"1 BHK Flat for Sale in Ahuja Prasadam, Ambernath East, Beyond Thane",,Thane,,"₹
25 Lac",,522 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=17",2026-05-19T01:54:43.346019
"1 BHK Flat for Sale in Neral, Beyond Thane",,Thane,,"₹
11 Lac",,265 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=18",2026-05-19T01:54:56.573444
"3 BHK Flat for Sale in Swastik Regalia, Waghbil, Thane",,Thane,,"₹
1.50 Cr",,1008 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=19",2026-05-19T01:55:12.640868
"1 BHK Flat for Sale in Dosti Planet North, Shilphata, Thane",,Thane,,"₹
55 Lac",,500 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=20",2026-05-19T01:55:29.570759
"1 BHK Flat for Sale in Lodha Codename Rare Gem, Majiwada, Thane",,Thane,,"₹
57 Lac",,243 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=21",2026-05-19T01:55:43.745038
"1 BHK Flat for Sale in Karjat, Beyond Thane",,Thane,,"₹
18 Lac",,461 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=22",2026-05-19T01:55:56.425137
"2 BHK Flat for Sale in Anand Nagar Thane West, Thane",,Thane,,"₹
97 Lac",,751 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=23",2026-05-19T01:56:09.805877
"2 BHK Flat for Sale in Dombivli East, Beyond Thane",,Thane,,"₹
57 Lac",,654 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=24",2026-05-19T01:56:27.577316
"2 BHK Flat for Sale in Karjat, Beyond Thane",,Thane,,"₹
32 Lac",,569 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=25",2026-05-19T01:56:43.974956
"2 BHK Flat for Sale in Anand Nagar Thane West, Thane",,Thane,,"₹
1.15 Cr",,828 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=26",2026-05-19T01:56:59.334162
3 BHK Flat for Sale in Thane,,Thane,,"₹
80 Lac",,1000 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=27",2026-05-19T01:57:14.881571
"1 BHK Flat for Sale in Nisarg Park, Badlapur, Beyond Thane",,Thane,,"₹
23 Lac",,479 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=28",2026-05-19T01:57:32.053230
"1 BHK Flat for Sale in Horizon Heights, Kasarvadavali, Thane",,Thane,,"₹
54 Lac",,442 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=29",2026-05-19T01:57:47.128370
"2 BHK Flat for Sale in Runwal MyCity, Dombivli East, Beyond Thane",,Thane,,"₹
55 Lac",,554 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=30",2026-05-19T01:58:03.983828
"2 BHK Flat for Sale in Runwal MyCity, Dombivli, Beyond Thane",,Thane,,"₹
65 Lac",,605 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=31",2026-05-19T01:58:17.119498
"2 BHK Flat for Sale in Vaishnavi Park, Kalyan, Beyond Thane",,Thane,,"₹
52 Lac",,753 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=32",2026-05-19T01:58:29.750786
"2 BHK Flat for Sale in Shree Krishna Heights, Badlapur, Beyond Thane",,Thane,,"₹
44 Lac",,767 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=33",2026-05-19T01:58:47.001624
"1 BHK Flat for Sale in Arihant Anmol, Badlapur East, Beyond Thane",,Thane,,"₹
20 Lac",,457 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=34",2026-05-19T01:59:03.168687
"2 BHK Flat for Sale in Atlanta Edenworld, Bhiwandi, Beyond Thane",,Thane,,"₹
34 Lac",,572 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=35",2026-05-19T01:59:17.956541
"1 BHK Flat for Sale in Lodha Casa Rio, Dombivli, Beyond Thane",,Thane,,"₹
50 Lac",,629 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=36",2026-05-19T01:59:31.723810
"1 BHK Flat for Sale in Lodha Palava City, Dombivli, Beyond Thane",,Thane,,"₹
36.5 Lac",,421 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=37",2026-05-19T01:59:46.966920
"2 BHK Flat for Sale in Lodha Splendora, Ghodbunder Road, Thane",,Thane,,"₹
1.30 Cr",,511 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=38",2026-05-19T02:00:04.035358
"1 BHK Flat for Sale in Lodha Palava Lakeshore Greens, Dombivli East, Beyond Thane",,Thane,,"₹
42 Lac",,526 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=39",2026-05-19T02:00:18.916090
"1 BHK Flat for Sale in Sudama Regency, Diva, Thane",,Thane,,"₹
36 Lac",,396 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=40",2026-05-19T02:00:34.236571
"2 BHK Flat for Sale in Tata Amantra, Kalyan, Beyond Thane",,Thane,,"₹
75 Lac",,732 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=41",2026-05-19T02:00:50.960757
"2 BHK Flat for Sale in Rosa Oasis, Hiranandani Estate, Thane",,Thane,,"₹
1.25 Cr",,504 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=42",2026-05-19T02:01:05.276625
"2 BHK Flat for Sale in Shree Siddhivinayak Heights, Titwala, Beyond Thane",,Thane,,"₹
1.10 Cr",,533 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=43",2026-05-19T02:01:20.768412
"2 BHK Flat for Sale in Anand Vihar, Kalwa, Thane",,Thane,,"₹
85 Lac",,612 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=44",2026-05-19T02:01:34.610443
"2 BHK Flat for Sale in Lodha Amara, Kolshet Road, Thane",,Thane,,"₹
1.05 Cr",,457 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=45",2026-05-19T02:01:51.023861
"2 BHK Flat for Sale in Satyam Elegenza, Ambernath, Beyond Thane",,Thane,,"₹
40 Lac",,590 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=46",2026-05-19T02:02:04.743194
"1 BHK Flat for Sale in Godrej Emerald, Bhayandarpada, Thane",,Thane,,"₹
1.52 Cr",,663 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=47",2026-05-19T02:02:21.200346
"1 BHK Flat for Sale in One Hiranandani Park, Ghodbunder Road, Thane",,Thane,,"₹
1.35 Cr",,374 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=48",2026-05-19T02:02:37.100248
"1 BHK Flat for Sale in Kene Height, Ambernath, Beyond Thane",,Thane,,"₹
27 Lac",,511 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=49",2026-05-19T02:02:54.565275
"2 BHK Flat for Sale in Everest Countryside Petunia , Kasarvadavali, Thane",,Thane,,"₹
76 Lac",,585 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Thane&page=50",2026-05-19T02:03:08.187289
"2 BHK Flat for Sale in Lodha Estilo, Kharadi, Pune",,Pune,,"₹
2.36 Cr",,1270 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=1",2026-05-19T02:03:50.355502
"5 BHK Flat for Sale in Bhandari 7 Plumeria Drive, Punawale, Pimpri Chinchwad, Pune",,Pune,,"₹
2.74 Cr",,1906 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=2",2026-05-19T02:04:05.284262
"3 BHK Flat for Sale in Bramha the Collection, New Kalyani Nagar, Pune",,Pune,,"₹
1.77 Cr",,1273 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=3",2026-05-19T02:04:22.222691
"3 BHK Flat for Sale in Nyati Era, Dhanori, Pune",,Pune,,"₹
1.37 Cr",,1036 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=4",2026-05-19T02:04:38.586310
"2 BHK Flat for Sale in Neco Garden, Viman Nagar, Pune",,Pune,,"₹
1.10 Cr",,950 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=5",2026-05-19T02:04:56.026988
"3 BHK Flat for Sale in Krisala 41 Elite E Building, Tathawade Pimpri Chinchwad, Pune",,Pune,,"₹
95 Lac",,830 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=6",2026-05-19T02:05:12.704188
"4 BHK Flat for Sale in Pristine The Lords, Pashan, Pune",,Pune,,"₹
3.31 Cr",,1963 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=8",2026-05-19T02:06:36.496942
"2 BHK Flat for Sale in Nyati Esteban II, Undri, Pune",,Pune,,"₹
95 Lac",,1024 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=9",2026-05-19T02:06:51.722787
"3 BHK Flat for Sale in Kolte Patil 24K Altura, Laxman Nagar Baner, Pune",,Pune,,"₹
2.13 Cr",,1335 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=10",2026-05-19T02:07:06.132586
"3 BHK Flat for Sale in Bramhacorp F Residences, New Kalyani Nagar, Pune",,Pune,,"₹
1.85 Cr",,1500 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=11",2026-05-19T02:07:22.508988
"4 BHK Flat for Sale in Godrej Skyline, Mundhwa, Pune",,Pune,,"₹
3.27 Cr",,1363 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=12",2026-05-19T02:07:40.143767
"2 BHK Flat for Sale in Pharande Puneville Phase III Cluster A, Tathawade Pimpri Chinchwad, Pune",,Pune,,"₹
78 Lac",,809 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=13",2026-05-19T02:07:56.038563
"2 BHK Flat for Sale in Well Wisher Kiara Terrezo, Hadapsar, Pune",,Pune,,"₹
1.10 Cr",,558 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=14",2026-05-19T02:08:10.863917
"1 BHK Flat for Sale in ARV Imperia, Pisoli, Pune",,Pune,,"₹
30 Lac",,526 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=15",2026-05-19T02:08:24.871921
"2 BHK Flat for Sale in Amanora Mall, Amanora Park Town, Pune",,Pune,,"₹
1.25 Cr",,900 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=18",2026-05-19T02:10:52.335206
"1 BHK Flat for Sale in Xrbia Abode, Jambhul, Pune",,Pune,,"₹
12.5 Lac",,265 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=21",2026-05-19T02:13:23.729138
"3 BHK Flat for Sale in Kumar Princetown Royal B1 B3 B5 B6, Undri, Pune",,Pune,,"₹
1.85 Cr",,1700 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=22",2026-05-19T02:13:38.148461
"2 BHK Flat for Sale in Venkatesh Oxy Flora, Lonikand, Pune",,Pune,,"₹
33 Lac",,559 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=24",2026-05-19T02:15:03.979287
